Name	|	Abilities	|	Evolutions	|	Habitats	|	Move List
magneton	|	"['basic ability 1: magnet pull', 'basic ability 2: sturdy', 'adv ability 1: analytic', 'adv ability 2: soundproof', 'high ability: targeting system']"	|	"['1 - magnemite', '2 - magneton minimum 30', '3 - magnezone 45']"	|	"['mountain', 'urban']"	|	"['4 supersonic - normal', '7 thunder shock - electric', '11 sonic boom - normal', '13 thunder wave - electric', '17 magnet bomb - steel', '19 spark - electric', '23 mirror shot - steel', '25 metal sound - steel', '29 electro ball - electric', '30 tri attack - normal', '33 flash cannon - steel', '39 screech - normal', '43 discharge - electric', '49 lock-on - normal', '53 magnet rise - electric', '59 gyro ball - steel', '63 zap cannon - electric']"
magnezone	|	"['basic ability 1: magnet pull', 'basic ability 2: sturdy', 'adv ability 1: analytic', 'adv ability 2: soundproof', 'high ability: targeting system']"	|	"['1 - magnemite', '2 - magneton minimum 30', '3 - magnezone 45']"	|	['mountain']	|	"['4 supersonic - normal', '7 thunder shock - electric', '11 sonic boom - normal', '13 thunder wave - electric', '17 magnet bomb - steel', '19 spark - electric', '23 mirror shot - steel', '25 metal sound - steel', '29 electro ball - electric', '30 tri attack - normal', '33 flash cannon - steel', '39 screech - normal', '43 discharge - electric', '49 lock-on - normal', '53 magnet rise - electric', '59 gyro ball - steel', '63 zap cannon - electric']"
mareep	|	"['basic ability 1: static', 'adv ability 1: fluffy charge', 'adv ability 2: sap sipper', 'adv ability 3: sequence', 'high ability: fur coat']"	|	"['1 - mareep', '2 - flaaffy minimum 15', '3 - ampharos minimum 30']"	|	['grassland']	|	"['1 tackle - normal', '1 growl - normal', '4 thunder wave - electric', '8 thunder shock - electric', '11 cotton spore - grass', '15 charge - electric', '18 take down - normal', '22 electro ball - electric', '25 confuse ray - ghost', '29 power gem - rock', '32 discharge - electric', '36 cotton guard - grass', '39 signal beam - bug', '43 light screen - psychic', '46 thunder - electric']"
flaaffy	|	"['basic ability 1: static', 'adv ability 1: fluffy charge', 'adv ability 2: sap sipper', 'adv ability 3: sequence', 'high ability: plus']"	|	"['1 - mareep', '2 - flaaffy minimum 15', '3 - ampharos minimum 30']"	|	['grassland']	|	"['4 thunder wave - electric', '8 thunder shock - electric', '11 cotton spore - grass', '16 charge - electric', '20 take down - normal', '25 electro ball - electric', '29 confuse ray - ghost', '34 power gem - rock', '38 discharge - electric', '43 cotton guard - grass', '47 signal beam - bug', '52 light screen - psychic', '56 thunder - electric']"
ampharos	|	"['basic ability 1: static', 'adv ability 1: illuminate', 'adv ability 2: sap sipper', 'adv ability 3: sequence', 'high ability: plus']"	|	"['1 - mareep', '2 - flaaffy minimum 15', '3 - ampharos minimum 30']"	|	"['grassland', 'mountain']"	|	"['4 thunder wave - electric', '8 thunder shock - electric', '11 cotton spore - grass', '16 charge - electric', '20 take down - normal', '25 electro ball - electric', '29 confuse ray - ghost', '30 thunder punch - electric', '35 power gem - rock', '40 discharge - electric', '46 cotton guard - grass', '51 signal beam - bug', '57 light screen - psychic', '62 thunder - electric', '65 dragon', 'pulse - dragon']"
shinx	|	"['basic ability 1: keen eye', 'basic ability 2: rivalry', 'adv ability 1: strong jaw', 'adv ability 2: intimidate', 'high ability: guts']"	|	"['1 - shinx', '2 - luxio minimum 15', '3 - luxray minimum 30']"	|	"['cave', 'grassland']"	|	"['1 tackle - normal', '5 leer - normal', '9 charge - electric', '11 baby-doll eyes - fairy', '13 spark - electric', '17 bite - dark', '21 roar - normal', '25 swagger - normal', '29 thunder fang - electric', '33 crunch - dark', '37 scary face - normal', '41 discharge - electric', '45 wild charge - charge']"
luxio	|	"['basic ability 1: keen eye', 'basic ability 2: rivalry', 'adv ability 1: strong jaw', 'adv ability 2: intimidate', 'high ability: guts']"	|	"['1 - shinx', '2 - luxio minimum 15', '3 - luxray minimum 30']"	|	"['cave', 'grassland']"	|	"['5 leer - normal', '9 charge - electric', '13 spark - electric', '18 bite - dark', '23 roar - normal', '28 swagger - normal', '33 thunder fang - electric', '38 crunch - dark', '43 scary face - normal', '48 discharge - electric', '53 wild charge - electric']"
luxray	|	"['basic ability 1: keen eye', 'basic ability 2: rivalry', 'adv ability 1: strong jaw', 'adv ability 2: intimidate', 'high ability: guts']"	|	"['1 - shinx', '2 - luxio minimum 15', '3 - luxray minimum 30']"	|	"['cave', 'grassland', 'mountain']"	|	"['5 leer - normal', '9 charge - electric', '13 spark - electric', '18 bite - dark', '23 roar - normal', '28 swagger - normal', '35 thunder fang - electric', '42 crunch - dark', '49 scary face - normal', '56 discharge - electric', '63 wild charge - electric', '67 electric', 'terrain - electric']"
tynamo	|	"['basic ability 1: levitate', 'adv ability 1: electrodash', 'adv ability 2: sequence', 'adv ability 3: storm drain', 'high ability: lightning rod']"	|	"['1 - tynamo', '2 - eelektrik minimum 15', '3 - eelektross minimum 40']"	|	"['cave', 'freshwater']"	|	"['1 charge beam - electric', '1 spark - electric', '1 tackle - normal', '1 thunder wave - electric']"
eelektrik	|	"['basic ability 1: levitate', 'adv ability 1: electrodash', 'adv ability 2: sequence', 'adv ability 3: storm drain', 'high ability: lightning rod']"	|	"['1 - tynamo', '2 - eelektrik minimum 15', '3 - eelektross minimum 40']"	|	"['cave', 'freshwater']"	|	"['9 bind - normal', '19 acid - poison', '29 discharge - electric', '39 crunch - dark', '44 thunderbolt - electric', '49 acid spray - poison', '54 coil - poison', '59 wild charge - electric', '64 gastro acid - poison', '69 zap cannon - electric', '74 thrash - normal']"
eelektross	|	"['basic ability 1: levitate', 'adv ability 1: electrodash', 'adv ability 2: sequence', 'adv ability 3: storm drain', 'high ability: lightning rod']"	|	"['1 - tynamo', '2 - eelektrik minimum 15', '3 - eelektross minimum 40']"	|	"['cave', 'freshwater']"	|	"['19 acid - poison', '29 discharge - electric', '39 crunch - dark', '44 thunderbolt - electric', '49 acid spray - poison', '54 coil - poison', '59 wild charge - electric', '64 gastro acid - poison', '69 zap cannon - electric', '74 thrash - normal']"
elekid	|	"['basic ability 1: static', 'basic ability 2: inner focus', 'adv ability 1: vital spirit', 'adv ability 2: motor drive', 'high ability: type aura (electric)']"	|	"['1 - elekid', '2 - electabuzz minimum 30', '3 - electivire minimum 40']"	|	"['forest', 'grassland', 'urban']"	|	"['1 quick attack - normal', '1 leer - normal', '5 thunder shock - electric', '8 low kick - fighting', '12 swift - normal', '15 shock wave - electric', '19 thunder wave - electric', '22 electro ball - electric', '26 light screen - psychic', '29 thunder punch - electric', '33 discharge - electric', '36 screech - normal', '40 thunderbolt - electric', '43 thunder - electric']"
electabuzz	|	"['basic ability 1: static', 'basic ability 2: inner focus', 'adv ability 1: vital spirit', 'adv ability 2: motor drive', 'high ability: type aura (electric)']"	|	"['1 - elekid', '2 - electabuzz minimum 30', '3 - electivire minimum 40']"	|	"['forest', 'grassland', 'urban']"	|	"['5 thunder shock - electric', '8 low kick - fighting', '12 swift - normal', '15 shock wave - electric', '19 thunder wave - electric', '22 electro ball - electric', '26 light screen - psychic', '29 thunder punch - electric', '36 discharge - electric', '42 screech - normal', '49 thunderbolt - electric', '55 thunder - electric']"
electivire	|	"['basic ability 1: static', 'basic ability 2: inner focus', 'adv ability 1: vital spirit', 'adv ability 2: motor drive', 'high ability: type aura (electric)']"	|	"['1 - elekid', '2 - electabuzz minimum 30', '3 - electivire minimum 40']"	|	"['forest', 'grassland', 'urban']"	|	"['5 thunder shock - electric', '8 low kick - fighting', '12 swift - normal', '15 shock wave - electric', '19 thunder wave - electric', '22 electro ball - electric', '26 light screen - psychic', '29 thunder punch - electric', '36 discharge - electric', '42 screech - normal', '49 thunderbolt - electric', '55 thunder - electric', '62 giga impact - normal', '65 electric', 'terrain - electric']"
magby	|	"['basic ability 1: flame body', 'basic ability 2: oblivious', 'adv ability 1: vital spirit', 'adv ability 2: flash fire', 'high ability: type aura (fire)']"	|	"['1 - magby', '2 - magmar minimum 30', '3 - magmortar minimum 40']"	|	"['cave', 'mountain']"	|	"['1 smog - poison', '1 leer - normal', '5 ember - fire', '8 smokescreen - normal', '12 feint attack - dark', '15 fire', 'spin - fire', '19 clear smog - poison', '22 flame burst - fire', '26 confuse ray - ghost', '29 fire', 'punch - fire', '33 lava plume - fire', '36 sunny day - fire', '40 flamethrower - fire', '43 fire', 'blast - fire']"
magmar	|	"['basic ability 1: flame body', 'basic ability 2: oblivious', 'adv ability 1: vital spirit', 'adv ability 2: flash fire', 'high ability: type aura (fire)']"	|	"['1 - magby', '2 - magmar minimum 30', '3 - magmortar minimum 40']"	|	"['cave', 'mountain']"	|	"['5 ember - fire', '8 smokescreen - normal', '12 feint attack - dark', '15 fire', 'spin - fire', '19 clear smog - poison', '22 flame burst - fire', '26 confuse ray - ghost', '29 fire', 'punch - fire', '36 lava plume - fire', '42 sunny day - fire', '49 flamethrower - fire', '55 fire', 'blast - fire']"
magmortar	|	"['basic ability 1: flame body', 'basic ability 2: oblivious', 'adv ability 1: vital spirit', 'adv ability 2: flash fire', 'high ability: type aura (fire)']"	|	"['1 - magby', '2 - magmar minimum 30', '3 - magmortar minimum 40']"	|	"['cave', 'mountain']"	|	"['5 ember - fire', '8 smokescreen - normal', '12 feint attack - dark', '15 fire', 'spin - fire', '19 clear smog - poison', '22 flame burst - fire', '26 confuse ray - ghost', '29 fire', 'punch - fire', '36 lava plume - fire', '42 sunny day - fire', '49 flamethrower - fire', '55 fire', 'blast - fire', '62 hyper beam - normal']"
poliwag	|	"['basic ability 1: swift swim', 'basic ability 2: water absorb', 'adv ability 1: damp', 'adv ability 2: hypnotic', 'high ability: rain dish']"	|	"['1 - poliwag', '2 - poliwhirl minimum 25', '3 - poliwrath minimum 30', '3 - politoed minimum 30']"	|	"['freshwater', 'marsh']"	|	"['1 water', 'sport - water', '5 bubble - water', '8 hypnosis - psychic', '11 water', 'gun - water', '15 double slap - normal', '18 rain dance - water', '21 body slam - normal', '25 bubble beam - water', '28 mud shot - ground', '31 belly drum - normal', '35 wake-up slap - fighting', '38 hydro pump - water', '41 mud bomb - ground']"
poliwhirl	|	"['basic ability 1: swift swim', 'basic ability 2: water absorb', 'adv ability 1: damp', 'adv ability 2: hypnotic', 'high ability: rain dish']"	|	"['1 - poliwag', '2 - poliwhirl minimum 25', '3 - poliwrath minimum 30', '3 - politoed minimum 30']"	|	"['freshwater', 'marsh']"	|	"['5 bubble - water', '8 hypnosis - psychic', '11 water', 'gun - water', '15 double slap - normal', '18 rain dance - water', '21 body slam - normal', '27 bubble beam - water', '32 mud shot - ground', '37 belly drum - normal', '43 wake-up slap - fighting', '48 hydro pump - water', '53 mud bomb - ground']"
poliwrath	|	"['basic ability 1: swift swim', 'basic ability 2: water absorb', 'adv ability 1: damp', 'adv ability 2: hypnotic', 'high ability: guts']"	|	"['1 - poliwag', '2 - poliwhirl minimum 25', '3 - poliwrath minimum 30']"	|	"['freshwater', 'marsh']"	|	"['5 bubble - water', '8 hypnosis - psychic', '11 water', 'gun - water', '15 double slap - normal', '18 rain dance - water', '21 body slam - normal', '23 dynamic punch - fighting', '27 bubble beam - water', '32 mud shot - ground', '37 belly drum - normal', '43 wake-up slap - fighting', '43 mind reader - normal', '48 hydro pump - water', '53 mud bomb - ground', '53 circle throw - fighting']"
politoed	|	"['basic ability 1: swift swim', 'basic ability 2: water absorb', 'adv ability 1: drizzle', 'adv ability 2: hypnotic', 'high ability: rain dish']"	|	"['1 - poliwag', '2 - poliwhirl minimum 25', '3 - politoed minimum 30']"	|	"['freshwater', 'marsh']"	|	"['5 bubble - water', '8 hypnosis - psychic', '11 water', 'gun - water', '15 double slap - normal', '18 rain dance - water', '21 body slam - normal', '27 bubble beam - water', '27 swagger - normal', '32 mud shot - ground', '37 belly drum - normal', '37 bounce - flying', '43 wake-up slap - fighting', '48 hydro pump - water', '48 hyper voice - normal', '53 mud bomb - ground']"
azurill	|	"['basic ability 1: thick fat', 'adv ability 1: type aura (water)', 'adv ability 2: huge power', 'adv ability 3: sap sipper', 'high ability: wash away']"	|	"['1 - azurill', '2 - marill minimum 10', '3 - azumarill minimum 20']"	|	['freshwater']	|	"['1 splash - normal', '1 bubble - water', '2 tail whip - normal', '5 water', 'sport - water', '7 water', 'gun - water', '10 charm - fairy', '13 bubble beam - water', '16 helping hand - normal', '20 slam - normal', '23 bounce - flying']"
marill	|	"['basic ability 1: thick fat', 'adv ability 1: type aura (water)', 'adv ability 2: huge power', 'adv ability 3: sap sipper', 'high ability: wash away']"	|	"['1 - azurill', '2 - marill minimum 10', '3 - azumarill minimum 20']"	|	['freshwater']	|	"['2 tail whip - normal', '5 water', 'sport - water', '7 bubble - water', '10 defense curl - normal', '10 rollout - rock', '13 bubble beam - water', '16 helping hand - normal', '20 aqua tail - water', '23 play rough - fairy', '28 aqua ring - water', '31 rain dance - water', '37 double-edge - normal', '40 superpower - fighting', '47 hydro pump - water']"
azumarill	|	"['basic ability 1: thick fat', 'adv ability 1: type aura (water)', 'adv ability 2: huge power', 'adv ability 3: sap sipper', 'high ability: wash away']"	|	"['1 - azurill', '2 - marill minimum 10', '3 - azumarill minimum 20']"	|	['freshwater']	|	"['2 tail whip - normal', '5 water', 'sport - water', '7 bubble - water', '10 defense curl - normal', '10 rollout - rock', '13 bubble beam - water', '16 helping hand - normal', '21 aqua tail - water', '25 play rough - fairy', '31 aqua ring - water', '35 rain dance - water', '32 double-edge - normal', '46 superpower - fighting', '55 hydro pump - water']"
tympole	|	"['basic ability 1: water absorb', 'basic ability 2: mud dweller', 'adv ability 1: swift swim', 'adv ability 2: hydration', 'high ability: refreshing veil']"	|	"['1 - tympole', '2 - palpitoad minimum 15', '3 - seismitoad minimum 35']"	|	"['freshwater', 'marsh']"	|	"['1 bubble - water', '1 growl - normal', '5 supersonic - normal', '9 round - normal', '12 bubble beam - water', '16 mud shot - ground', '20 aqua ring - water', '23 uproar - normal', '27 muddy water', '- water', '31 rain dance - water', '34 flail - normal', '38 echoed voice - normal', '42 hydro pump - water', '45 hyper voice - normal']"
palpitoad	|	"['basic ability 1: water absorb', 'basic ability 2: mud dweller', 'adv ability 1: swift swim', 'adv ability 2: hydration', 'high ability: refreshing veil']"	|	"['1 - tympole', '2 - palpitoad minimum 15', '3 - seismitoad minimum 35']"	|	"['freshwater', 'marsh']"	|	"['5 supersonic - normal', '9 round - normal', '12 bubble beam - water', '16 mud shot - ground', '20 aqua ring - water', '23 uproar - normal', '28 muddy water', '- water', '33 rain dance - water', '37 flail - normal', '42 echoed voice - normal', '47 hydro pump - water', '51 hyper voice - normal']"
seismitoad	|	"['basic ability 1: water absorb', 'basic ability 2: mud dweller', 'adv ability 1: swift swim', 'adv ability 2: poison touch', 'high ability: refreshing veil']"	|	"['1 - tympole', '2 - palpitoad minimum 15', '3 - seismitoad minimum 35']"	|	"['freshwater', 'marsh']"	|	"['5 supersonic - normal', '9 round - normal', '12 bubble beam - water', '16 mud shot - ground', '20 aqua ring - water', '23 uproar - normal', '28 muddy water', '- water', '33 rain dance - water', '36 acid - poison', '39 flail - normal', '44 drain punch - fighting', '49 echoed voice - normal', '53 hydro pump - water', '59 hyper voice - normal']"
horsea	|	"['basic ability 1: sniper', 'adv ability 1: damp', 'adv ability 2: swift swim', 'adv ability 3: multiscale', 'high ability: spray down']"	|	"['1 - horsea', '2 - seadra minimum 25', '3 - kingdra minimum 40']"	|	['ocean']	|	"['1 bubble - water', '5 smokescreen - normal', '9 leer - normal', '13 water', 'gun - water', '17 twister - dragon', '21 bubble beam - water', '26 focus energy - normal', '31 brine - water', '36 agility - psychic', '41 dragon', 'pulse - dragon', '46 dragon', 'dance - dragon', '52 hydro pump - water']"
seadra	|	"['basic ability 1: sniper', 'adv ability 1: damp', 'adv ability 2: poison point', 'adv ability 3: multiscale', 'high ability: spray down']"	|	"['1 - horsea', '2 - seadra minimum 25', '3 - kingdra minimum 40']"	|	['ocean']	|	"['5 smokescreen - normal', '9 leer - normal', '13 water', 'gun - water', '17 twister - dragon', '21 bubble beam - water', '26 focus energy - normal', '31 brine - water', '38 agility - psychic', '45 dragon', 'pulse - dragon', '52 dragon', 'dance - dragon', '60 hydro pump - water']"
kingdra	|	"['basic ability 1: sniper', 'adv ability 1: damp', 'adv ability 2: poison point', 'adv ability 3: multiscale', 'high ability: spray down']"	|	"['1 - horsea', '2 - seadra minimum 25', '3 - kingdra minimum 40']"	|	['ocean']	|	"['5 smokescreen - normal', '9 leer - normal', '13 water', 'gun - water', '17 twister - dragon', '21 bubble beam - water', '26 focus energy - normal', '31 brine - water', '38 agility - psychic', '45 dragon', 'pulse - dragon', '52 dragon', 'dance - dragon', '60 hydro pump - water']"
spheal	|	"['basic ability 1: thick fat', 'adv ability 1: ice body', 'adv ability 2: oblivious', 'adv ability 3: deep sleep', 'high ability: snow cloak']"	|	"['1 - spheal', '2 - sealeo minimum 20', '3 - walrein minimum 35']"	|	"['arctic', 'ocean', 'tundra']"	|	"['1 defense curl - normal', '1 growl - normal', '1 powder snow - ice', '1 water', 'gun - water', '5 rollout - rock', '9 encore - normal', '13 ice', 'ball - ice', '17 brine - water', '21 aurora beam - ice', '26 body slam - normal', '31 rest - psychic', '31 snore - normal', '36 hail - ice', '41 blizzard - ice', '46 sheer cold - ice']"
sealeo	|	"['basic ability 1: thick fat', 'adv ability 1: ice body', 'adv ability 2: oblivious', 'adv ability 3: deep sleep', 'high ability: snow cloak']"	|	"['1 - spheal', '2 - sealeo minimum 20', '3 - walrein minimum 35']"	|	"['arctic', 'ocean', 'tundra']"	|	"['5 rollout - rock', '9 encore - normal', '13 ice', 'ball - ice', '17 brine - water', '21 aurora beam - ice', '26 body slam - normal', '31 rest - psychic', '31 snore - normal', '32 swagger - normal', '38 hail - ice', '45 blizzard - ice', '52 sheer cold - ice']"
walrein	|	"['basic ability 1: thick fat', 'adv ability 1: ice body', 'adv ability 2: oblivious', 'adv ability 3: deep sleep', 'high ability: snow cloak']"	|	"['1 - spheal', '2 - sealeo minimum 30', '3 - walrein minimum 45']"	|	"['arctic', 'ocean', 'tundra']"	|	"['5 rollout - rock', '9 encore - normal', '13 ice', 'ball - ice', '17 brine - water', '21 aurora beam - ice', '26 body slam - normal', '31 rest - psychic', '31 snore - normal', '32 swagger - normal', '38 hail - ice', '44 ice', 'fang - ice', '49 blizzard - ice', '60 sheer cold - ice']"
vanillite	|	"['basic ability 1: ice body', 'basic ability 2: snow cloak', 'adv ability 1: weak armor', 'adv ability 2: winter’s kiss', 'high ability: clear body']"	|	"['1 - vanillite', '2 - vanillish minimum 20', '3 - vanilluxe minimum 35']"	|	"['cave', 'taiga', 'tundra']"	|	"['1 icicle spear - ice', '4 harden - normal', '7 astonish - ghost', '10 uproar - normal', '13 icy wind - ice', '16 mist - ice', '19 avalanche - ice', '22 taunt - dark', '26 mirror shot - steel', '31 acid armor - poison', '35 ice', 'beam - ice', '40 hail - ice', '44 mirror coat - psychic', '49 blizzard - ice', '53 sheer cold - ice']"
vanillish	|	"['basic ability 1: ice body', 'basic ability 2: snow cloak', 'adv ability 1: weak armor', 'adv ability 2: winter’s kiss', 'high ability: clear body']"	|	"['1 - vanillite', '2 - vanillish minimum 20', '3 - vanilluxe minimum 35']"	|	"['cave', 'taiga', 'tundra']"	|	"['4 harden - normal', '7 astonish - ghost', '10 uproar - normal', '13 icy wind - ice', '16 mist - ice', '19 avalanche - ice', '22 taunt - dark', '26 mirror shot - steel', '31 acid armor - poison', '36 ice', 'beam - ice', '42 hail - ice', '47 mirror coat - psychic', '53 blizzard - ice', '58 sheer cold - ice']"
vanilluxe	|	"['basic ability 1: ice body', 'basic ability 2: snow cloak', 'adv ability 1: weak armor', 'adv ability 2: winter’s kiss', 'high ability: clear body']"	|	"['1 - vanillite', '2 - vanillish minimum 20', '3 - vanilluxe minimum 35']"	|	"['cave', 'taiga', 'tundra']"	|	"['4 harden - normal', '7 astonish - ghost', '10 uproar - normal', '13 icy wind - ice', '16 mist - ice', '19 avalanche - ice', '22 taunt - dark', '26 mirror shot - steel', '31 acid armor - poison', '36 ice', 'beam - ice', '42 hail - ice', '50 mirror coat - psychic', '59 blizzard - ice', '67 sheer cold - ice']"
ralts	|	"['basic ability 1: synchronize', 'basic ability 2: steadfast', 'adv ability 1: telepathy', 'adv ability 2: forewarn', 'high ability: trace']"	|	"['1 - ralts', '2 - kirlia minimum 20', '3 - gardevoir minimum 30', '3 - gallade minimum 30']"	|	"['forest', 'urban']"	|	"['1 growl - normal', '4 confusion - psychic', '6 double team - normal', '9 teleport - psychic', '11 disarming voice - fairy', '14 lucky chant - normal', '17 magical leaf - grass', '19 heal pulse - psychic', '22 draining kiss - fairy', '24 calm mind - psychic', '27 psychic', '- psychic', '29 imprison - psychic', '32 future sight - psychic', '34 charm - fairy', '37 hypnosis - psychic', '39 dream eater - psychic', '42 stored power - psychic']"
kirlia	|	"['basic ability 1: synchronize', 'basic ability 2: steadfast', 'adv ability 1: telepathy', 'adv ability 2: forewarn', 'high ability: trace']"	|	"['1 - ralts', '2 - kirlia minimum 20', '3 - gardevoir minimum 30', '3 - gallade minimum 30']"	|	"['forest', 'urban']"	|	"['4 confusion - psychic', '6 double team - normal', '9 teleport - psychic', '11 disarming voice - fairy', '14 lucky chant - normal', '17 magical leaf - grass', '19 heal pulse - psychic', '23 draining kiss - fairy', '26 calm mind - psychic', '30 psychic', '- psychic', '33 imprison - psychic', '37 future sight - psychic', '40 charm - fairy', '44 hypnosis - psychic', '47 dream eater - psychic', '51 stored power - psychic']"
gardevoir	|	"['basic ability 1: synchronize', 'basic ability 2: steadfast', 'adv ability 1: telepathy', 'adv ability 2: forewarn', 'high ability: trace']"	|	"['1 - ralts', '2 - kirlia minimum 20', '3 - gardevoir minimum 30']"	|	"['forest', 'urban']"	|	"['4 confusion - psychic', '6 double team - normal', '9 teleport - psychic', '11 disarming voice - fairy', '14 wish - normal', '17 magical leaf - grass', '19 heal pulse - psychic', '23 draining kiss - fairy', '26 calm mind - psychic', '31 psychic', '- psychic', '35 imprison - psychic', '40 future sight - psychic', '44 captivate - normal', '49 hypnosis - psychic', '53 dream eater - psychic', '58 stored power - psychic', '62 moonblast - fairy']"
gallade	|	"['basic ability 1: synchronize', 'basic ability 2: steadfast', 'adv ability 1: telepathy', 'adv ability 2: justified', 'high ability: vanguard']"	|	"['1 - ralts', '2 - kirlia minimum 20', '3 - gallade minimum 30']"	|	"['forest', 'urban']"	|	"['4 confusion - psychic', '6 double team - normal', '9 teleport - psychic', '11 quick guard - fighting', '14 fury cutter - bug', '17 slash - normal', '19 heal pulse - psychic', '23 wide guard - rock', '26 swords dance - normal', '31 psycho cut - psychic', '35 helping hand - normal', '40 feint - normal', '44 false swipe - normal', '49 protect - normal', '53 close combat - fighting', '58 stored power - psychic']"
abra	|	"['basic ability 1: synchronize', 'basic ability 2: inner focus', 'adv ability 1: transporter', 'adv ability 2: magic guard', 'high ability: life force']"	|	"['1 - abra', '2 - kadabra minimum 15', '3 - alakazam minimum 35']"	|	"['forest', 'urban']"	|	['1 teleport - psychic']
kadabra	|	"['basic ability 1: synchronize', 'basic ability 2: inner focus', 'adv ability 1: transporter', 'adv ability 2: magic guard', 'high ability: life force']"	|	"['1 - abra', '2 - kadabra minimum 15', '3 - alakazam minimum 35']"	|	"['forest', 'urban']"	|	"['16 confusion - psychic', '18 disable - normal', '21 psybeam - psychic', '23 miracle eye - psychic', '26 reflect - psychic', '28 psycho cut - psychic', '31 recover - normal', '33 telekinesis - psychic', '36 ally switch - psychic', '38 psychic', '- psychic', '41 role play - psychic', '43 future sight - psychic', '46 trick - psychic']"
alakazam	|	"['basic ability 1: synchronize', 'basic ability 2: inner focus', 'adv ability 1: transporter', 'adv ability 2: magic guard', 'high ability: life force']"	|	"['1 - abra', '2 - kadabra minimum 15', '3 - alakazam minimum 35']"	|	['urban']	|	"['16 confusion - psychic', '18 disable - normal', '21 psybeam - psychic', '23 miracle eye - psychic', '26 reflect - psychic', '28 psycho cut - psychic', '31 recover - normal', '33 telekinesis - psychic', '36 ally switch - psychic', '38 psychic', '- psychic', '41 role play - psychic', '43 future sight - psychic', '46 trick - psychic']"
gothita	|	"['basic ability 1: frisk', 'basic ability 2: competitive', 'adv ability 1: cute tears', 'adv ability 2: perception', 'high ability: shadow tag']"	|	"['1 - gothita', '2 - gothorita minimum 15', '3 - gothitelle minimum 35']"	|	"['forest', 'urban']"	|	"['1 pound - normal', '3 confusion - psychic', '7 tickle - normal', '8 play nice - normal', '10 fake tears - dark', '14 double slap - normal', '16 psybeam - psychic', '19 embargo - dark', '24 feint attack - dark', '25 psyshock - psychic', '28 flatter - dark', '31 future sight - psychic', '33 heal block - psychic', '37 psychic', '- psychic', '40 telekinesis - psychic', '46 charm - fairy', '48 magic room - psychic']"
gothorita	|	"['basic ability 1: frisk', 'basic ability 2: competitive', 'adv ability 1: cute tears', 'adv ability 2: perception', 'high ability: shadow tag']"	|	"['1 - gothita', '2 - gothorita minimum 15', '3 - gothitelle minimum 35']"	|	"['forest', 'urban']"	|	"['3 confusion - psychic', '7 tickle - normal', '10 fake tears - dark', '14 double slap - normal', '16 psybeam - psychic', '19 embargo - dark', '24 feint attack - dark', '25 psyshock - psychic', '28 flatter - dark', '31 future sight - psychic', '34 heal block - psychic', '39 psychic', '- psychic', '43 telekinesis - psychic', '50 charm - fairy', '53 magic room - psychic']"
gothitelle	|	"['basic ability 1: frisk', 'basic ability 2: competitive', 'adv ability 1: cute tears', 'adv ability 2: perception', 'high ability: shadow tag']"	|	"['1 - gothita', '2 - gothorita minimum 15', '3 - gothitelle minimum 35']"	|	['urban']	|	"['3 confusion - psychic', '7 tickle - normal', '10 fake tears - dark', '14 double slap - normal', '16 psybeam - psychic', '19 embargo - dark', '24 feint attack - dark', '25 psyshock - psychic', '28 flatter - dark', '31 future sight - psychic', '34 heal block - psychic', '39 psychic', '- psychic', '45 telekinesis - psychic', '54 charm - fairy', '59 magic room - psychic']"
solosis	|	"['basic ability 1: overcoat', 'adv ability 1: defy death', 'adv ability 2: levitate', 'adv ability 3: regenerator', 'high ability: cluster mind']"	|	"['1 - solosis', '2 - duosion minimum 15', '3 - reuniclus minimum 35']"	|	"['cave', 'forest']"	|	"['1 psywave - psychic', '3 reflect - psychic', '7 rollout - rock', '10 snatch - dark', '14 hidden power - normal', '16 light screen - psychic', '19 charm - fairy', '24 recover - normal', '25 psyshock - psychic', '28 endeavor - normal', '31 future sight - psychic', '33 pain split - normal', '37 psychic', '- psychic', '40 skill swap - psychic', '46 heal block - psychic', '48 wonder room - psychic']"
duosion	|	"['basic ability 1: overcoat', 'adv ability 1: defy death', 'adv ability 2: levitate', 'adv ability 3: regenerator', 'high ability: cluster mind']"	|	"['1 - solosis', '2 - duosion minimum 15', '3 - reuniclus minimum 35']"	|	"['cave', 'forest']"	|	"['3 reflect - psychic', '7 rollout - rock', '10 snatch - dark', '14 hidden power - normal', '16 light screen - psychic', '19 charm - fairy', '24 recover - normal', '25 psyshock - psychic', '28 endeavor - normal', '31 future sight - psychic', '34 pain split - normal', '39 psychic', '- psychic', '43 skill swap - psychic', '50 heal block - psychic', '53 wonder room - psychic']"
reuniclus	|	"['basic ability 1: magic guard', 'adv ability 1: defy death', 'adv ability 2: levitate', 'adv ability 3: regenerator', 'high ability: cluster mind']"	|	"['1 - solosis', '2 - duosion minimum 15', '3 - reuniclus minimum 35']"	|	"['cave', 'forest']"	|	"['3 reflect - psychic', '7 rollout - rock', '10 snatch - dark', '14 hidden power - normal', '16 light screen - psychic', '19 charm - fairy', '24 recover - normal', '25 psyshock - psychic', '28 endeavor - normal', '31 future sight - psychic', '34 pain split - normal', '39 psychic', '- psychic', '41 dizzy punch - normal', '45 skill swap - psychic', '54 heal block - psychic', '59 wonder room - psychic']"
